"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario quiero realizar una busqueda con los filtros que yo requiero para realizar la compra","validacion de los filtros de busqueda del portal metrocuadrado","SUCCESS","2023-06-13T11:39:07.9615923-05:00[America/Bogota]","0.0","26.44"
